Unnamed: 0,id,gender,subCategory,articleType,season,usage,image,Color,filename,link,outfit_id
20335,23894,Women,Shoes,Flats,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/23894.jpg,Morado,23894.jpg,http://assets.myntassets.com/v1/images/style/properties/865be59ad2639e0e2bd6a60a79e69626_images.jpg,127
984,2817,Men,Shoes,Shoes,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/2817.jpg,Neutros,2817.jpg,http://assets.myntassets.com/v1/images/style/properties/3236b8ebf59620600dab8e1fbe8fd01f_images.jpg,127
18853,16400,Men,Topwear,Shirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/16400.jpg,Azul,16400.jpg,http://assets.myntassets.com/v1/images/style/properties/ba8bf1a85ebc05481907454cdc2c186e_images.jpg,127
5056,8292,Men,Topwear,Tshirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/8292.jpg,Azul,8292.jpg,http://assets.myntassets.com/v1/images/style/properties/6b9d282b62cacbcd52a2c3eea28799d9_images.jpg,128
9805,6266,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/6266.jpg,Rojo,6266.jpg,http://assets.myntassets.com/v1/images/style/properties/905e7953e70c31d9a2bf9985f2e34300_images.jpg,128
7813,25041,Men,Topwear,Tshirts,Fall,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/25041.jpg,Amarillo,25041.jpg,http://assets.myntassets.com/v1/images/style/properties/ac9737601b8b966513f03f8e2af84e3d_images.jpg,128
15541,12024,Men,Topwear,Shirts,Fall,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/12024.jpg,Neutros,12024.jpg,http://assets.myntassets.com/v1/images/style/properties/09e2837fe9207014a6eede204b0a5f53_images.jpg,128
14222,9989,Men,Topwear,Tshirts,Fall,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/9989.jpg,Neutros,9989.jpg,http://assets.myntassets.com/v1/images/style/properties/ad95cf4ed54830fac8da2234fe0d70a2_images.jpg,129
4680,11868,Men,Shoes,Sandals,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/11868.jpg,Neutros,11868.jpg,http://assets.myntassets.com/v1/images/style/properties/0f439deb2df2b1b8d22b348c36a08a13_images.jpg,129
3724,13552,Women,Shoes,Flats,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/13552.jpg,Amarillo,13552.jpg,http://assets.myntassets.com/v1/images/style/properties/fec88a1617efb55368fa2f01bff7c273_images.jpg,129
18273,45598,Men,Shoes,Shoes,Summer,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/45598.jpg,Neutros,45598.jpg,http://assets.myntassets.com/v1/images/style/properties/83fca2607d99e77e69d981ceaf4c62ac_images.jpg,129
15920,48099,Women,Bottomwear,Pants,Summer,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/48099.jpg,Marrón,48099.jpg,http://assets.myntassets.com/v1/images/style/properties/f6c21a7ed7cec54c53884000abea513c_images.jpg,130
22700,42234,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/42234.jpg,Azul,42234.jpg,http://assets.myntassets.com/v1/images/style/properties/b65cad4e04574e16303bab12ff9e9464_images.jpg,130
17676,36834,Men,Shoes,Sandals,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/36834.jpg,Marrón,36834.jpg,http://assets.myntassets.com/v1/images/style/properties/23e520464d862e6c8eff33043f689610_images.jpg,130
14434,52159,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/52159.jpg,Rojo,52159.jpg,http://assets.myntassets.com/v1/images/style/properties/6b015a3ff5ce1952dfc4ff61ab3ce047_images.jpg,130
4810,34542,Men,Shoes,Shoes,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/34542.jpg,Neutros,34542.jpg,http://assets.myntassets.com/v1/images/style/properties/4d92e6485abc5d64490f4871e685cbde_images.jpg,131
10885,28677,Men,Topwear,Tshirts,Summer,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/28677.jpg,Rojo,28677.jpg,http://assets.myntassets.com/v1/images/style/properties/a0cb338b58b99af18623b19033f60079_images.jpg,131
10928,9025,Men,Shoes,Shoes,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/9025.jpg,Marrón,9025.jpg,http://assets.myntassets.com/v1/images/style/properties/d6170a137f5adc899147d22254807355_images.jpg,131
21628,15993,Men,Topwear,Shirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/15993.jpg,Azul,15993.jpg,http://assets.myntassets.com/v1/images/style/properties/9a042c05efef26ef8cb5c07a5950b178_images.jpg,131
9323,21168,Women,Topwear,Tshirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/21168.jpg,Azul,21168.jpg,http://assets.myntassets.com/v1/images/style/properties/f3dc2226b3fd8e35031ae7e4a97d6266_images.jpg,132
1717,41603,Men,Topwear,Shirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/41603.jpg,Neutros,41603.jpg,http://assets.myntassets.com/v1/images/style/properties/c1279c30219754cd44db5340fb9fbaf9_images.jpg,132
4270,11257,Men,Topwear,Tshirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/11257.jpg,Neutros,11257.jpg,http://assets.myntassets.com/v1/images/style/properties/47b08048d3edf6ce0a6da8e651b8a7c7_images.jpg,132
5829,9195,Men,Bottomwear,Pants,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/9195.jpg,Azul,9195.jpg,http://assets.myntassets.com/v1/images/style/properties/8463cebcbbbd64d1bea2caf10f167524_images.jpg,132
20699,10020,Men,Bottomwear,Shorts,Summer,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/10020.jpg,Neutros,10020.jpg,http://assets.myntassets.com/v1/images/style/properties/87ae1ed282a5057fafbf1d693b247659_images.jpg,133
3470,20175,Men,Topwear,Shirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/20175.jpg,Neutros,20175.jpg,http://assets.myntassets.com/v1/images/style/properties/c75521a1cf0e87c46272c0df36b411ad_images.jpg,133
16670,49586,Women,Shoes,Heels,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/49586.jpg,Azul,49586.jpg,http://assets.myntassets.com/v1/images/style/properties/a085018bd82ede6dfdefe90ffb2e8e93_images.jpg,133
14977,38528,Men,Shoes,Shoes,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/38528.jpg,Neutros,38528.jpg,http://assets.myntassets.com/v1/images/style/properties/6d58018eddc426acfa40986477c8bc65_images.jpg,133
18433,27520,Women,Shoes,Heels,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/27520.jpg,Neutros,27520.jpg,http://assets.myntassets.com/v1/images/style/properties/b0ba6f8e2bdc28d2a37fe39e38cfb968_images.jpg,134
11,9036,Men,Shoes,Shoes,Winter,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/9036.jpg,Neutros,9036.jpg,http://assets.myntassets.com/v1/images/style/properties/06edc2da9c6d103d299e5e8dafc5b6b9_images.jpg,134
21364,10623,Women,Shoes,Sandals,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/10623.jpg,Amarillo,10623.jpg,http://assets.myntassets.com/v1/images/style/properties/a48f923368fa9e0f024f7bb5f36700ad_images.jpg,134
9367,15365,Men,Shoes,Shoes,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/15365.jpg,Marrón,15365.jpg,http://assets.myntassets.com/v1/images/style/properties/250d17a667db4fa01fb473f8dfbb093f_images.jpg,134
21656,7380,Men,Shoes,Shoes,Winter,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/7380.jpg,Marrón,7380.jpg,http://assets.myntassets.com/v1/images/style/properties/0f22c06922a51bda7e9c2b7a38eeef14_images.jpg,135
10854,11396,Men,Topwear,Tshirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/11396.jpg,Morado,11396.jpg,http://assets.myntassets.com/v1/images/style/properties/74cd18949406ea7b9bc4903f66524961_images.jpg,135
3337,13368,Women,Shoes,Shoes,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/13368.jpg,Neutros,13368.jpg,http://assets.myntassets.com/v1/images/style/properties/242b8aa2d7b2369d0817f1b36838b841_images.jpg,135
15463,9788,Men,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/9788.jpg,Amarillo,9788.jpg,http://assets.myntassets.com/v1/images/style/properties/e18e7037c7245a9a52325809d29028a5_images.jpg,135
12045,8584,Men,Topwear,Shirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/8584.jpg,Morado,8584.jpg,http://assets.myntassets.com/v1/images/style/properties/a1789e5516d4c7f9d13c34e74f2488d3_images.jpg,136
985,7559,Men,Topwear,Tshirts,Summer,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/7559.jpg,Neutros,7559.jpg,http://assets.myntassets.com/v1/images/style/properties/07668403efe1ea5067302de9dcae2f2b_images.jpg,136
20692,51410,Men,Topwear,Shirts,Summer,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/51410.jpg,Neutros,51410.jpg,http://assets.myntassets.com/v1/images/style/properties/de446edbe93388c21bfc4943e3f11bc7_images.jpg,136
4251,13993,Men,Shoes,Shoes,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/13993.jpg,Neutros,13993.jpg,http://assets.myntassets.com/v1/images/style/properties/d323905401a53c528f1898505e5c4216_images.jpg,136
2449,32507,Men,Shoes,Sandals,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/32507.jpg,Neutros,32507.jpg,http://assets.myntassets.com/v1/images/style/properties/7d387a74d698f938487fc13e63e0c95e_images.jpg,137
6007,12698,Men,Shoes,Shoes,Fall,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/12698.jpg,Azul,12698.jpg,http://assets.myntassets.com/v1/images/style/properties/b3f359d1a44db826f6b76faa083d835e_images.jpg,137
18537,59396,Men,Shoes,Shoes,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/59396.jpg,Neutros,59396.jpg,http://assets.myntassets.com/v1/images/style/properties/Gliders-Men-Charcoal-Shoes_01fc0dfded7ed5268dd8471ecec1060b_images.jpg,137
9636,44398,Men,Shoes,Shoes,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/44398.jpg,Neutros,44398.jpg,http://assets.myntassets.com/v1/images/style/properties/98ca83bb72572a9100934a8e2c195694_images.jpg,137
4372,3243,Men,Shoes,Shoes,Fall,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/3243.jpg,Neutros,3243.jpg,http://assets.myntassets.com/v1/images/style/properties/832996d2e3990fc5d05af0fda8d50240_images.jpg,138
12083,4382,Men,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/4382.jpg,Neutros,4382.jpg,http://assets.myntassets.com/v1/images/style/properties/83200b7e2ecb9ba85ea7d59169a9ef79_images.jpg,138
10125,44754,Women,Shoes,Shoes,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/44754.jpg,Neutros,44754.jpg,http://assets.myntassets.com/v1/images/style/properties/0d931241ec6b4a19d2587a774277b614_images.jpg,138
7824,13711,Men,Topwear,Tshirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/13711.jpg,Neutros,13711.jpg,http://assets.myntassets.com/v1/images/style/properties/8c72fee9c83b98933d66dae2da26632f_images.jpg,138
3530,54054,Women,Bottomwear,Pants,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/54054.jpg,Verde,54054.jpg,http://assets.myntassets.com/v1/images/style/properties/Myntra-Women-Green-Leggings_c3f2ae6db638ffd6b30c9bf1483febba_images.jpg,139
17208,14356,Women,Shoes,Heels,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/14356.jpg,Marrón,14356.jpg,http://assets.myntassets.com/v1/images/style/properties/cd460c3c30ba2c5242f2a2207e62a41c_images.jpg,139
13346,32963,Men,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/32963.jpg,Azul,32963.jpg,http://assets.myntassets.com/v1/images/style/properties/a5d44a78fbc830a5b06d5d0ab7550591_images.jpg,139
20959,19365,Men,Shoes,Shoes,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/19365.jpg,Neutros,19365.jpg,http://assets.myntassets.com/v1/images/style/properties/aa03ee80302edc34bc504f102c0947f1_images.jpg,139
19760,31623,Men,Topwear,Shirts,Summer,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/31623.jpg,Morado,31623.jpg,http://assets.myntassets.com/v1/images/style/properties/b9f2a8999d86727bf25d8afea99b1999_images.jpg,140
1508,39974,Men,Shoes,Shoes,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/39974.jpg,Marrón,39974.jpg,http://assets.myntassets.com/v1/images/style/properties/Gas-Men-Khaki-Lear-Shoes_ee1f9af8c60c3670398b9251193f3d58_images.jpg,140
10831,56663,Men,Shoes,Shoes,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/56663.jpg,Marrón,56663.jpg,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Men-Brown-Shoes_c937072ab8c61c0c41dff787c84d3bd6_images.jpg,140
2769,35668,Men,Shoes,Sandals,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/35668.jpg,Marrón,35668.jpg,http://assets.myntassets.com/v1/images/style/properties/7a75f9bde5d5da3ba38110b6464e26de_images.jpg,140
17813,56724,Men,Shoes,Sandals,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/56724.jpg,Neutros,56724.jpg,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Grey-Flip-Flops_a69c5c6e53d5c7c19aa0d4bf456979e1_images.jpg,141
12166,23243,Men,Shoes,Shoes,Fall,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/23243.jpg,Marrón,23243.jpg,http://assets.myntassets.com/v1/images/style/properties/ca2ac2c37ef66d00d03cdd0a36f28eb2_images.jpg,141
1778,45408,Women,Shoes,Flats,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/45408.jpg,Neutros,45408.jpg,http://assets.myntassets.com/v1/images/style/properties/fccc4ca2fcce00803d7628ed5c259fbc_images.jpg,141
18180,37948,Women,Topwear,Shirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/37948.jpg,Azul,37948.jpg,http://assets.myntassets.com/v1/images/style/properties/399e53bbcf855c552eb007fea6824386_images.jpg,141
16507,57441,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/57441.jpg,Neutros,57441.jpg,http://assets.myntassets.com/v1/images/style/properties/Angry-Birds-Women-White-T-shirt_79f72ffd14cf2e4c76b3b63322edf40c_images.jpg,142
13845,40387,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/40387.jpg,Naranja,40387.jpg,http://assets.myntassets.com/v1/images/style/properties/10924d39a76cfc89f94b2835242597e0_images.jpg,142
11267,24629,Women,Shoes,Shoes,Fall,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/24629.jpg,Neutros,24629.jpg,http://assets.myntassets.com/v1/images/style/properties/436559544a0d6097633f3f4834c33ec0_images.jpg,142
2132,4929,Women,Bottomwear,Skirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/4929.jpg,Azul,4929.jpg,http://assets.myntassets.com/v1/images/style/properties/11ff0a1a2def9f56988b6f3d535a959e_images.jpg,142
19782,34507,Men,Shoes,Shoes,Summer,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/34507.jpg,Marrón,34507.jpg,http://assets.myntassets.com/v1/images/style/properties/559481fcd418f8451b9cb5e3bd357a80_images.jpg,143
5754,51505,Women,Bottomwear,Pants,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/51505.jpg,Azul,51505.jpg,http://assets.myntassets.com/v1/images/style/properties/Denizen-Women-Blue-Jeans_a2cd6a79416025f2c8c604e190d8496a_images.jpg,143
3887,5772,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/5772.jpg,Morado,5772.jpg,http://assets.myntassets.com/v1/images/style/properties/2560f1906b94e0270312591b7bb5e76b_images.jpg,143
20362,28818,Men,Bottomwear,Pants,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/28818.jpg,Azul,28818.jpg,http://assets.myntassets.com/v1/images/style/properties/c1e28f80a2b623959cb1c7ed9a9c4175_images.jpg,143
2586,26590,Men,Shoes,Sandals,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/26590.jpg,Neutros,26590.jpg,http://assets.myntassets.com/v1/images/style/properties/14f5d521fe39590b0392f3864b499171_images.jpg,144
18851,27347,Women,Topwear,Tshirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/27347.jpg,Rojo,27347.jpg,http://assets.myntassets.com/v1/images/style/properties/6281a5d3facc12408dcbf4db779d320d_images.jpg,144
2319,2211,Men,Shoes,Sandals,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/2211.jpg,Azul,2211.jpg,http://assets.myntassets.com/v1/images/style/properties/489285fce42ff6b4a5d6be37c26a971d_images.jpg,144
9285,26729,Men,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/26729.jpg,Neutros,26729.jpg,http://assets.myntassets.com/v1/images/style/properties/5edc6a82901d9c1a03449206a2fcada7_images.jpg,144
21454,19791,Men,Topwear,Tshirts,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/19791.jpg,Amarillo,19791.jpg,http://assets.myntassets.com/v1/images/style/properties/8b3fdf1f098ea5c42c8da8bd4277dc8a_images.jpg,145
3774,18718,Women,Topwear,Tshirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/18718.jpg,Morado,18718.jpg,http://assets.myntassets.com/v1/images/style/properties/3a94d8c0fcd4c5807c9a6c6ea9e70931_images.jpg,145
994,39773,Men,Topwear,Shirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/39773.jpg,Azul,39773.jpg,http://assets.myntassets.com/v1/images/style/properties/43088e7b11fa5798527505894b21ea95_images.jpg,145
15553,15033,Women,over_Topwear,Sweaters,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/15033.jpg,Neutros,15033.jpg,http://assets.myntassets.com/v1/images/style/properties/c1fa76dec654ca8073f5d758bf618367_images.jpg,145
17898,56982,Women,Shoes,Flats,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/56982.jpg,Neutros,56982.jpg,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Black-Sandals_315988e75adf75668f2f0f6804c3c374_images.jpg,146
9569,54135,Women,Shoes,Heels,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/54135.jpg,Amarillo,54135.jpg,http://assets.myntassets.com/v1/images/style/properties/99d2a343d939ff4212fd275f571be9c4_images.jpg,146
13466,40389,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/40389.jpg,Azul,40389.jpg,http://assets.myntassets.com/v1/images/style/properties/d9c43abf982d9267864a11774902e95b_images.jpg,146
9134,15560,Men,Bottomwear,Pants,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/15560.jpg,Azul,15560.jpg,http://assets.myntassets.com/v1/images/style/properties/e43a99a172e410d8dc428589f0b9b836_images.jpg,146
4609,39601,Women,Shoes,Heels,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/39601.jpg,Neutros,39601.jpg,http://assets.myntassets.com/v1/images/style/properties/31256dec2e3285b99beb744f292ff986_images.jpg,147
6533,1163,Men,Topwear,Tshirts,Summer,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/1163.jpg,Azul,1163.jpg,http://assets.myntassets.com/v1/images/style/properties/Nike-Sahara-Team-India-Fanwear-Round-Neck-Jersey_2d27392cc7d7730e8fee0755fd41d30c_images.jpg,147
19163,7807,Men,Shoes,Shoes,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/7807.jpg,Rojo,7807.jpg,http://assets.myntassets.com/v1/images/style/properties/56ab08c2c7e54696e5049d776ec0011b_images.jpg,147
16749,4053,Men,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/4053.jpg,Neutros,4053.jpg,http://assets.myntassets.com/v1/images/style/properties/066c0afa32c8c1fbf1bb8cd6e8f072a7_images.jpg,147
10071,39131,Women,Bottomwear,Pants,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/39131.jpg,Rosado,39131.jpg,http://assets.myntassets.com/v1/images/style/properties/9c9cd2de6fc04f36bc55c805884c54d2_images.jpg,148
2320,24692,Men,Bottomwear,Pants,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/24692.jpg,Neutros,24692.jpg,http://assets.myntassets.com/v1/images/style/properties/b5f9433f141d6c3103bca927bd8dadc9_images.jpg,148
1331,12759,Women,Bottomwear,Pants,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/12759.jpg,Azul,12759.jpg,http://assets.myntassets.com/v1/images/style/properties/d13e53b9f61c0c9b497a1615d425c199_images.jpg,148
10280,6039,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/6039.jpg,Neutros,6039.jpg,http://assets.myntassets.com/v1/images/style/properties/276c160593d6e6e0b6a5deb35d22e98c_images.jpg,148
18494,26634,Men,Shoes,Shoes,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/26634.jpg,Rojo,26634.jpg,http://assets.myntassets.com/v1/images/style/properties/f2a7d03cdd626758bc161b6e1d44dfd0_images.jpg,149
7677,9990,Men,Topwear,Tshirts,Fall,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/9990.jpg,Neutros,9990.jpg,http://assets.myntassets.com/v1/images/style/properties/23760e9b87fc04a7244e0830eea09a78_images.jpg,149
6384,27183,Men,Bottomwear,Pants,Summer,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/27183.jpg,Neutros,27183.jpg,http://assets.myntassets.com/v1/images/style/properties/6cd4fab5131d983fa6f2d8acb92f9582_images.jpg,149
5132,6754,Men,Shoes,Shoes,Summer,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/6754.jpg,Neutros,6754.jpg,http://assets.myntassets.com/v1/images/style/properties/6ec9cc446a59e132849e06d0dd4bb7d2_images.jpg,149
21708,46605,Women,Shoes,Flats,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/46605.jpg,Neutros,46605.jpg,http://assets.myntassets.com/v1/images/style/properties/b3d520bcf278015027ed7b24354b877a_images.jpg,150
22188,23803,Men,Shoes,Shoes,Summer,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/23803.jpg,Marrón,23803.jpg,http://assets.myntassets.com/v1/images/style/properties/965243ed1930791eef01bf31a6437281_images.jpg,150
9824,33239,Men,Topwear,Shirts,Summer,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/33239.jpg,Neutros,33239.jpg,http://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Black-Striped-Shirt_cc295bf9f69ba8f73b9759541216c2d8_images.jpg,150
6326,4086,Men,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/4086.jpg,Azul,4086.jpg,http://assets.myntassets.com/v1/images/style/properties/9708376672739e70073ba7c748f0683b_images.jpg,150
9976,35166,Men,Shoes,Sandals,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/35166.jpg,Marrón,35166.jpg,http://assets.myntassets.com/v1/image/style/properties/35166/Coolers-Men-Brown-Sandals_1_c417b19595f41dd9dedea1664355b00c.jpg,151
17088,36465,Men,Shoes,Shoes,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/36465.jpg,Neutros,36465.jpg,http://assets.myntassets.com/v1/images/style/properties/41c188f69fda75ac875f86e1bcc4d3ef_images.jpg,151
15499,17151,Men,over_Topwear,Jackets,Winter,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/17151.jpg,Azul,17151.jpg,http://assets.myntassets.com/v1/images/style/properties/c10342464cdd2fdb85780f40f81ddec2_images.jpg,151
21724,6094,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/6094.jpg,Rojo,6094.jpg,http://assets.myntassets.com/v1/images/style/properties/0583b1c0673be20d7857a9a2f8e3be66_images.jpg,151
3072,27361,Men,Topwear,Tshirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/27361.jpg,Azul,27361.jpg,http://assets.myntassets.com/v1/images/style/properties/a8f169258cf6729ffa978c51825f47ba_images.jpg,152
2818,33759,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/33759.jpg,Amarillo,33759.jpg,http://assets.myntassets.com/v1/images/style/properties/8f17f3938ff4b0b7ed2fc48ae6392f30_images.jpg,152
1079,9892,Men,Bottomwear,Pants,Fall,Formal,../input/fashion-product-images-dataset/fashion-dataset/images/9892.jpg,Neutros,9892.jpg,http://assets.myntassets.com/v1/images/style/properties/07a9e19374bc113284a2952742fee7e2_images.jpg,152
19914,13859,Men,Topwear,Shirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/13859.jpg,Azul,13859.jpg,http://assets.myntassets.com/v1/images/style/properties/a5e52371439b6beec09a3f7364ae3e31_images.jpg,152
1619,58375,Men,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/58375.jpg,Azul,58375.jpg,http://assets.myntassets.com/v1/images/style/properties/Locomotive-Men-Bluish-Grey-T-shirt_675a8dc56aeacf253daeab075fcdaf6a_images.jpg,153
9832,7971,Men,Shoes,Sandals,Winter,Sports,../input/fashion-product-images-dataset/fashion-dataset/images/7971.jpg,Neutros,7971.jpg,http://assets.myntassets.com/v1/images/style/properties/Fila-Unisex-Aqua-Gripparre-Grey-Sandals_964fdad3615326238914322c450d1e83_images.jpg,153
11871,24690,Men,Shoes,Shoes,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/24690.jpg,Marrón,24690.jpg,http://assets.myntassets.com/v1/images/style/properties/7e237470dce079937f8bcb096911125e_images.jpg,153
12814,48516,Women,Topwear,Tshirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/48516.jpg,Rosado,48516.jpg,http://assets.myntassets.com/v1/images/style/properties/2a3ead4b0efc9aaf5055c3af73b0a5e3_images.jpg,153
10339,24687,Men,Shoes,Sandals,Spring,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/24687.jpg,Neutros,24687.jpg,http://assets.myntassets.com/v1/images/style/properties/ba30837986028f281a8247ecf69260ea_images.jpg,154
1586,29772,Men,Topwear,Shirts,Summer,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/29772.jpg,Rojo,29772.jpg,http://assets.myntassets.com/v1/image/style/properties/29772/Wrangler-Men-Red-Striped-Casual-Shirt_1_00e3e4684484663c408ea457e09b9856.jpg,154
1237,12766,Men,Topwear,Tshirts,Fall,Casual,../input/fashion-product-images-dataset/fashion-dataset/images/12766.jpg,Azul,12766.jpg,http://assets.myntassets.com/v1/images/style/properties/bb9194a8a814bd92d2180d5040877df5_images.jpg,154
